Site_ID,geeSEBAL,PT-JPL,SSEBop,SIMS,eeMETRIC,DisALEXI,Ensemble,DATE
AFS,35.2,6.1,10.2,,1.6,20.1,14.6,3/1/2012
AFS,46.7,0,13.3,,1.9,20.8,16.5,4/1/2012
AFS,39.6,1,19.3,,0.2,10.5,7.8,5/1/2012
AFS,37.9,0,22.1,,0.2,10.9,14.2,6/1/2012
AFS,81.3,0.3,44.1,,21,32.4,24.5,7/1/2012
AFS,63.2,0,21.3,,13.9,42.2,28.1,8/1/2012
AFS,21.9,0,9.5,,2.3,13.1,9.4,9/1/2012
AFS,43.5,1,22.6,,0.4,20.2,17.6,10/1/2012
AFS,11.6,11.8,11.8,,15.8,4,12.7,11/1/2012
AFS,20.2,9.3,19.1,,5.8,6,10,12/1/2012
AFS,31.8,4.9,14.1,,15.8,5.4,14.4,1/1/2013
AFS,27.2,9.6,7,,36.3,14.1,14.5,2/1/2013
AFS,58.7,7.9,5.4,,2.1,16.4,8,3/1/2013
AFS,8.4,1,9.5,,2.2,11.7,6.6,4/1/2013
AFS,52.9,0,15.6,,132.9,8,19.1,5/1/2013
AFS,25,0,11.4,,15.9,12.3,9.9,6/1/2013
AFS,30,0,17.7,,21.3,27.5,24.1,7/1/2013
AFS,4.6,0,12.1,,0.1,12.7,5.9,8/1/2013
AFS,14.4,1.1,6.2,,1,11.2,6.8,9/1/2013
AFS,14,2.2,6.3,,0.9,8,6.3,10/1/2013
BPHV,6.5,40.9,21.4,,25.8,20.4,18.5,10/1/2012
BPHV,12.1,36,20.6,,14.1,50.1,20.7,11/1/2012
BPHV,3.1,14.3,8.7,,2.7,12,8.1,12/1/2012
BPHV,0,5.2,2.5,,3.3,6.1,3.4,1/1/2013
BPHV,1.8,28.4,1.4,,20.4,43.6,19.1,3/1/2013
BPHV,0.3,48.2,3.9,,11.7,15.9,8,4/1/2013
BPHV,1,64.5,19.6,,25.1,17.8,15.9,5/1/2013
BPHV,53.6,83.3,91.6,,111.5,67.2,81.4,6/1/2013
BPHV,92.4,115,167.7,,209.4,100.9,119,7/1/2013
BPHV,75.8,99,143.6,,173.4,86.1,101.1,8/1/2013
BPHV,41.4,66.1,87.9,,117.7,66.4,75.9,9/1/2013
BPLV,0,15.4,0.1,,3,1,1,10/1/2012
BPLV,3.4,15.2,2.8,,3.6,6.4,4,11/1/2012
BPLV,0,11.2,1.8,,5,19.8,7.6,2/1/2013
BPLV,0.9,25,0.2,,11.2,27.1,12.9,3/1/2013
BPLV,0,39,0.4,,6.1,7.3,3.5,4/1/2013
BPLV,1.7,55.2,7.4,,20.3,15.5,11.3,5/1/2013
BPLV,22.9,65.1,57.8,,81.8,53.4,64.5,6/1/2013
BPLV,34.5,97.2,107.7,,143.3,77.9,106.5,7/1/2013
BPLV,11.4,67.3,42.9,,61.9,26.2,41.9,8/1/2013
KV_4,7.4,13,8.9,,2.6,12.4,8.8,11/1/2011
KV_4,7.8,8.1,0,,8.9,0.5,6.3,12/1/2011
KV_4,19.8,14.1,0,,15.5,1.1,10.1,1/1/2012
KV_4,24.1,15.8,0,,0.3,5,5.3,2/1/2012
KV_4,33.8,19.9,1.9,,0.5,19.8,15.2,3/1/2012
KV_4,33.7,25,7.4,,18.4,30.7,23,4/1/2012
KV_4,10.9,31.1,10.6,,9,21.7,13,5/1/2012
KV_4,29.1,36.7,38.7,,9,43.9,37.1,6/1/2012
KV_4,11.7,54.5,33.4,,2.9,24.7,25.4,7/1/2012
KV_4,18.1,41.2,17.4,,23.7,36,27.3,8/1/2012
KV_4,16.8,26.3,2.7,,16.2,21.9,16.8,9/1/2012
KV_4,13.7,19.9,0,,8.7,3.1,9.1,10/1/2012
SPV_3,37.7,66.6,22,,56.2,53.3,47.2,9/1/2005
SPV_3,16.9,19.9,3.9,,29.8,20.6,21.8,11/1/2005
SPV_3,18.1,13.4,7.6,,2.9,20.5,12.5,1/1/2006
SPV_3,31.1,21.9,5.3,,6.9,29.7,19,2/1/2006
SPV_3,104.4,63.2,23.4,,39.8,82.3,62.6,4/1/2006
SPV_3,108.1,78.1,65.4,,106.8,120.3,103.3,5/1/2006
SPV_3,32.7,53.2,31.5,,61,78,51.3,8/1/2006
SPV_3,21.2,41.9,4.2,,14.6,18,14.5,9/1/2006
SPV_3,13.8,28,2.4,,7.7,10,8.5,11/1/2006
SPV_3,4.3,11.3,2.4,,3,11.7,5.3,1/1/2007
SPV_3,17.4,25.3,3.1,,4,28.7,15.7,2/1/2007
SPV_3,38.8,54.6,11.9,,12,52.8,34,3/1/2007
SPV_3,83.9,66.9,17.7,,45,72.7,57.2,4/1/2007
SPV_3,76.9,77.7,40.1,,61.5,74.6,72.7,5/1/2007
SPV_3,77.2,76.3,67.3,,87.1,89.2,79.4,6/1/2007
SPV_3,86.8,62.6,36.5,,55.5,50.9,51.3,7/1/2007
SPV_3,30.2,57.7,12.1,,54,45.2,39.9,8/1/2007
US-ARb,7.4,74.2,25.4,,22.8,38.9,23.6,4/1/2005
US-ARb,60.3,68.6,71.4,,80,71.7,72.9,10/1/2005
US-ARb,12,30.5,35.8,,43,31.6,35.2,11/1/2005
US-ARb,85.4,48.7,79.1,,61.9,94.8,74,4/1/2006
US-ARb,167.6,136.3,130.4,,124.5,143.5,133.7,5/1/2006
US-ARc,169.4,129.1,146.2,,163.3,177.3,157.1,6/1/2005
US-ARc,167.8,124.1,193.5,,218.1,197.9,180.3,7/1/2005
US-ARc,9.7,28.3,31.3,,34.5,27.6,30.4,11/1/2005
US-ARc,45.5,31.4,36,,33.5,30.2,32.8,1/1/2006
US-Ctn,37.4,38.9,34.4,,11.9,66.4,30.6,4/1/2007
US-Ctn,8.6,57.1,46.5,,1.6,69.3,36.6,6/1/2007
US-Ctn,10.3,37.8,20.7,,1.1,65.3,27,7/1/2007
US-Ctn,28.9,59.9,43.6,,36,50,43.7,9/1/2007
US-Ctn,7.4,25.3,29.2,,13.6,23.8,23,10/1/2007
US-Ctn,6.7,10.7,21.1,,11.8,17.3,13.5,11/1/2007
US-Ctn,122.2,129.9,113.7,,108.1,141.8,123.2,7/1/2008
US-Ctn,29.6,47.3,29.4,,7.5,37,35.8,9/1/2008
US-Ctn,77.3,90.6,77.7,,72.1,107.1,79.5,7/1/2009
US-Ctn,42,58.9,25.8,,44.2,47.9,48.3,8/1/2009
US-FPe,0.9,18.4,1.3,,2.8,11.2,4,10/1/2001
US-FPe,92,72.8,44.8,,52.7,97.7,72,7/1/2002
US-FPe,18.2,51.6,32.9,,28.3,45.7,35.4,9/1/2002
US-FPe,10.6,24,12.1,,12.5,24.8,14.8,10/1/2002
US-FPe,2,15.3,8.9,,7.3,15.9,9.9,11/1/2002
US-FPe,0.3,5.9,4.8,,9.7,12.7,6.7,12/1/2002
US-FPe,6.9,9,1.5,,2.7,19.3,7.9,2/1/2003
US-FPe,93.7,90.6,64.7,,64.8,78.8,78.5,6/1/2004
US-FPe,10.4,21.5,9.1,,11.3,24,13.1,10/1/2004
US-FPe,9.6,34.3,2.7,,3,30.4,11.4,3/1/2005
US-FPe,6.1,55.8,5.7,,8.2,54.7,18.7,4/1/2005
US-FPe,6.1,30.1,6.2,,8.6,29,12.5,9/1/2005
US-FPe,0.8,34.8,0.6,,2.9,10,3.6,10/1/2005
US-FPe,24.9,19.8,1.9,,11.1,37.1,19,3/1/2006
US-FPe,4.1,28.4,3.1,,16.2,11,12.6,11/1/2006
US-FPe,13.6,13.2,4.3,,1.3,30,12.5,2/1/2008
US-FPe,55.2,44.7,10.5,,13.3,57.2,36.2,4/1/2008
US-Aud,23.4,24.5,17.6,,38.1,27.3,23.2,2/1/2003
US-Aud,85.6,62.8,57.5,,82.2,46.8,67,8/1/2003
US-Aud,43.3,41.3,31.9,,31.9,34.1,34.8,9/1/2003
US-Aud,22.6,37.1,18.6,,23.8,24.2,22.3,10/1/2003
US-Aud,5.6,21.1,9,,4.9,22,10.1,11/1/2003
US-Aud,1.5,21.1,4.2,,9.2,23.1,11.8,2/1/2004
US-Aud,15.5,21.8,7.6,,25.8,33.6,20.9,3/1/2004
US-Aud,31.4,32.9,16.1,,33,33.6,32.7,4/1/2004
US-Aud,14.4,24.9,17.2,,13.3,18.8,17.7,5/1/2004
US-Aud,25.2,20,14.6,,19.5,13.3,18.5,6/1/2004
US-Aud,22.3,33.4,13.5,,26.9,23.1,23.8,9/1/2004
US-Aud,16.5,29.8,6,,9.3,9.6,10.3,10/1/2004
US-Aud,4.5,28.6,2.7,,4.4,11.3,5.7,11/1/2004
US-Aud,11,25.9,6.9,,6.2,14.5,9.6,4/1/2005
US-Aud,61.7,32.3,11.2,,35,28.4,26.7,5/1/2005
US-Aud,27.2,19.5,10.3,,16.3,11.3,16.9,6/1/2005
US-Aud,34.3,25.8,6.9,,18.4,17.8,20.6,7/1/2005
US-Aud,67.5,70.6,71.8,,72.3,48.5,70.5,9/1/2005
US-Aud,32.4,43.1,26.2,,29.4,29.9,29.5,10/1/2005
US-Aud,10,22.2,11.8,,13.9,14,12.4,11/1/2005
US-Aud,6.9,18.6,6.8,,18.2,17.2,15.2,2/1/2006
US-Aud,20.5,29.1,1.3,,27.7,16.8,19.1,4/1/2006
US-Aud,57.4,19.9,20.1,,61.4,37,39.2,6/1/2006
US-Aud,24.6,48.3,39.5,,45,37.4,38.9,10/1/2006
US-Aud,4.8,19.8,19.2,,17.3,24.2,20.1,11/1/2006
US-Aud,28.6,41.4,6.8,,17.8,27.8,24.5,2/1/2007
US-Aud,34.7,14.8,10.3,,24.5,36.4,24.1,3/1/2007
US-Aud,28.9,33.4,10.5,,16.5,37.1,25.3,4/1/2007
US-Aud,16,15.7,12.8,,19.1,21.3,17,5/1/2007
US-Aud,54.1,47.8,37.7,,37.6,42.4,43.9,10/1/2007
US-Aud,7.6,15.4,12.8,,15.1,20.4,15.9,11/1/2007
US-Aud,13.9,24.8,6.4,,33.7,29.7,21.7,3/1/2008
US-Aud,15,21.9,21.2,,33.8,32.9,25,4/1/2008
US-Aud,12.5,16.4,24,,30.3,32.2,23.1,5/1/2008
US-Aud,89.8,19.3,21.3,,55.2,43.7,45.9,6/1/2008
US-Aud,12.3,31.4,11.7,,12.3,21.6,14.5,11/1/2008
US-Aud,14.6,20.9,7.3,,23.6,39.6,21.2,3/1/2009
US-Aud,100,36.5,63.4,,105.4,77.4,76.5,7/1/2009
US-Aud,75.5,63.1,44.8,,82.6,54.9,64.2,9/1/2009
US-Aud,19.1,32.3,26.4,,35.6,34.1,32.1,10/1/2009
US-Aud,8.3,24.5,12.4,,18.4,17.8,16.3,11/1/2009
US-Aud,5.9,17.8,4.6,,13.5,24.1,13.2,2/1/2011
US-Aud,17.3,16.7,5.6,,29.2,42.2,22.2,3/1/2011
US-Aud,14.4,14.7,5.8,,36.3,50.4,17.8,4/1/2011
US-Aud,33.4,15.7,8.5,,39.5,50.6,29.5,5/1/2011
US-Aud,56.1,15.5,14.3,,41.9,52.9,36.1,6/1/2011
US-Fwf,22.2,38.9,41.8,,35.4,46.7,40.7,9/1/2005
US-Fwf,6,25.3,18.8,,15.4,16.8,19.1,11/1/2005
US-Fwf,1,12.1,10.2,,1.6,9.3,6.8,12/1/2005
US-Fwf,0.3,14.2,7.8,,0.7,6.3,5.9,1/1/2006
US-Fwf,2.4,14.9,5.2,,6.3,17,9.1,2/1/2006
US-Fwf,14,18.1,13.9,,22.2,24.9,18.6,3/1/2006
US-Fwf,39.8,30.9,12.8,,49.1,35.3,38.8,4/1/2006
US-Fwf,19.3,29.6,3.9,,57.6,25,19.4,5/1/2006
US-Fwf,44.3,31,18.8,,56.5,58.1,41.7,7/1/2006
US-Fwf,85.3,83.3,56.2,,62,88.6,79.8,8/1/2006
US-Fwf,31.6,40.4,26,,11.2,38,34,10/1/2006
US-Fwf,0,26.8,9,,3.3,19.1,11.7,11/1/2006
US-Fwf,0,13.9,1.2,,0.2,7.5,2.2,12/1/2006
US-Fwf,7.4,9.2,10.3,,2.3,12.3,9.8,1/1/2007
US-Fwf,93.5,58.5,27.6,,34.6,56.3,54.1,4/1/2007
US-Fwf,68.4,39,41,,42.7,53.6,44.1,5/1/2007
US-Fwf,70.2,56.8,48.9,,60.1,85.3,64.3,8/1/2007
US-Fwf,48.6,70.7,60.6,,56.7,74.1,62.1,9/1/2007
US-Fwf,0.7,44.6,20,,2.5,29.3,19.4,10/1/2007
US-Fwf,0,24.7,8.2,,3.6,11,5.7,11/1/2007
US-Fwf,0.1,12.4,7.3,,7.9,28.8,6.9,12/1/2007
US-Fwf,10,33,16,,32.8,11.5,20.6,4/1/2008
US-Fwf,17.9,28.3,13.3,,32.7,27.7,24,5/1/2008
US-Fwf,38.3,38.5,36.8,,56.1,35.7,37.3,6/1/2008
US-Fwf,47.1,53.8,36.9,,35.7,62.6,47.2,8/1/2008
US-Fwf,25.4,53.3,35.4,,34.8,46.6,39.1,9/1/2008
US-Fwf,16.8,26.8,34.3,,24.9,33.5,27.2,10/1/2008
US-Fwf,5.1,14.2,12.8,,1.4,16.2,12.1,12/1/2008
US-Fwf,6.9,7.1,13.9,,0.1,6.9,5.2,1/1/2009
US-Fwf,29.1,18.9,39.7,,15.2,49,30.4,2/1/2009
US-Fwf,47.4,26.1,36,,36.7,43.1,37.8,3/1/2009
US-Fwf,71,19.2,19.2,,39.1,45.7,38.8,4/1/2009
US-Fwf,44.5,54.7,29.9,,58.6,44,46.3,6/1/2009
US-Fwf,46.4,39.7,52.6,,51,57.9,49.5,7/1/2009
US-Fwf,11.7,35.4,27.9,,33.9,24.6,26.7,8/1/2009
US-Fwf,25.8,37.9,17.2,,30.3,15.4,25.3,9/1/2009
US-Fwf,10.3,55.8,13.3,,26.8,15.5,16.5,10/1/2009
US-Fwf,1,14.8,4.1,,3.5,5.6,3.6,11/1/2009
US-Fwf,52.5,23.9,20.3,,29.9,24.4,24.6,3/1/2010
US-Fwf,145.2,69.2,55.5,,21.7,50.6,49.3,4/1/2010
US-Fwf,52.1,38.6,29.6,,44.4,39.9,40.9,5/1/2010
US-Fwf,3.7,33.5,43.2,,60,28.8,41.4,6/1/2010
US-Fwf,16.6,37.1,39.1,,36.9,39.2,38.1,7/1/2010
US-Fwf,38.6,48.9,58.2,,48.1,84.2,48.4,8/1/2010
US-Fwf,35.1,51.6,26,,11.8,39.4,32.8,10/1/2010
US-Fwf,16.3,24.5,19.1,,11.4,25.7,19.4,11/1/2010
US-Fwf,2.6,23.4,24.8,,7.1,13.5,14.3,12/1/2010
US-Goo,104.6,133.9,96,,106.9,155.2,110.4,7/1/2002
US-Goo,120.2,133.6,106.9,,119,130.7,122.1,8/1/2002
US-Goo,150.6,173.5,116.7,,139.3,145,137.9,7/1/2003
US-Goo,129.7,182,126.2,,152.8,160.3,150.2,7/1/2004
US-Goo,103.8,129.9,92.8,,110.6,80.4,103.5,9/1/2004
US-Goo,57.5,80.1,49.4,,46.6,38.3,47.9,10/1/2005
US-Goo,11.2,29.3,20.2,,12.7,9.3,13.4,11/1/2005
US-Goo,80.4,107,79.2,,65,78.4,75.8,4/1/2006
US-Goo,111.7,139.7,118.1,,101.4,113.9,111.3,5/1/2006
US-Goo,166,163.3,129.3,,142,150.5,150.2,6/1/2006
US-Goo,161.5,172.8,119,,141.1,134.2,145.7,7/1/2006
US-Goo,89.3,107.2,86.3,,86.9,106.4,92.2,8/1/2006
US-Goo,70.9,110.5,82.5,,89.2,75.7,79.6,9/1/2006
US-LS1,88.2,31,29.2,,25.7,64.5,37.6,4/1/2003
US-LS1,52.7,24.4,46,,29.3,69.7,44.4,5/1/2003
US-LS1,57.7,36.4,60.8,,56.8,84.6,52.9,6/1/2003
US-LS1,58.1,43.2,63.5,,66.4,83.3,67.8,5/1/2004
US-LS1,90.8,47.8,81.5,,83.2,101.8,89.3,6/1/2004
US-LS1,119.1,58.6,80.8,,107.9,101.9,93.6,7/1/2004
US-LS1,58.2,37.3,35.1,,34.1,87.3,41.2,3/1/2005
US-LS1,80.1,36.9,45.9,,29.8,78.1,54.1,4/1/2005
US-LS1,71.7,32.3,54.4,,46.1,95.3,60,5/1/2005
US-LS1,63.6,46.5,78.9,,62.2,112.4,62.8,6/1/2005
US-LS1,35.9,34.3,54.5,,51.3,44.5,44.1,11/1/2005
US-LS1,16.5,18.6,21.2,,21.6,30.4,19.5,12/1/2005
US-LS1,7.6,31.5,29.5,,26.6,35.5,30.8,1/1/2006
US-LS1,39.2,26.7,37.2,,35.9,44,39.1,2/1/2006
US-LS1,110,30.4,60.7,,38.3,70.1,61.9,4/1/2006
US-LS1,126,42.2,74.3,,73.4,102,83.6,5/1/2006
US-LS1,19.7,21.1,50.6,,45.1,44.8,40.4,11/1/2006
US-LS1,32.5,39.7,28.6,,23,45.7,33.9,2/1/2007
US-LS1,72.6,47.6,62.2,,34.3,89.5,61.2,4/1/2007
US-LS1,57.3,63.5,102.1,,74.5,122,83.9,5/1/2007
US-SCg,148.3,72.8,46.6,,83.3,91.4,73.5,8/1/2006
US-SCg,102.3,67.6,33.7,,45.7,61.4,62.1,9/1/2006
US-SCg,43.1,36.1,25.1,,14,32.9,30.2,10/1/2006
US-SCg,9.1,12.4,11.2,,1,10.5,10.8,11/1/2006
US-SCg,11.6,16.1,18.7,,4.1,13.5,15,12/1/2006
US-SCg,12.6,15.2,10,,0.5,6.5,9,1/1/2007
US-SCg,79.6,68.7,33.4,,62,67.7,69.5,9/1/2008
US-SCg,17.8,24.6,22.6,,7.4,23.7,22.2,10/1/2008
US-SCg,4.7,13.2,15,,2.9,15.4,12.1,11/1/2008
US-SCg,15.3,36.4,52.2,,44,32,36,1/1/2009
US-SCg,83,80,72.1,,84.1,73.5,78.5,3/1/2009
US-SCg,108.3,67.4,42.4,,97.7,84.9,80.2,6/1/2009
US-SCg,26.9,31.1,15.4,,18.8,34.5,25.3,10/1/2009
US-SCg,13.6,22.7,10.6,,8.1,12.6,11.2,11/1/2009
US-SCg,23.5,38.8,19.3,,16.3,24.6,20.9,1/1/2010
US-SCg,38.9,46.2,29.9,,15.3,47.1,35.5,2/1/2010
US-SCg,60.3,79.1,64.7,,58,86.1,65.5,3/1/2010
US-SCg,158.6,96.6,60.6,,108.7,113.9,94.9,6/1/2010
US-SCg,84.8,48.6,25,,49.1,52,43.6,9/1/2010
US-SCg,17.3,51.7,18.5,,10.6,10.2,14.2,1/1/2011
US-SCg,91.9,90.8,66,,70.9,86,84.9,4/1/2011
US-SCg,56.7,41.7,14.6,,28.1,30.6,34.3,10/1/2011
US-SCg,29.6,49.3,3.3,,24.4,45.7,30.4,8/1/2012
US-SCg,17.9,35.4,1.6,,14.4,16.9,12.7,9/1/2012
US-SCg,5.4,29,0.6,,3.3,5,3.6,10/1/2012
US-SCg,23.3,26.7,2.2,,1.4,7.6,8.6,10/1/2013
US-SCg,46.6,66,12.6,,5.9,27.7,31.8,4/1/2014
US-SCg,47.9,67.7,3.9,,11,23.1,30.7,6/1/2014
US-SCg,83.1,68.1,2,,30.9,53.9,47.6,7/1/2014
US-SCg,8.9,13.7,0.9,,0.2,1.6,2.9,11/1/2014
US-SCg,17.4,42.5,35,,28.5,26.8,30,2/1/2015
US-SCg,61.2,80.3,48.8,,43.2,40.4,48.4,3/1/2015
US-SCg,98.4,93.2,21.6,,52.3,64.2,65.9,7/1/2015
US-SCg,71.3,86.8,62.4,,60.3,72.8,70.7,4/1/2016
US-SCg,126.4,74.4,32.7,,73.2,77.3,64.4,8/1/2016
US-SCg,64.2,48.6,18.4,,25.8,36.4,38.7,9/1/2016
US-SdH,3.5,19.5,1.7,,3.6,25.5,7.1,3/1/2005
US-SdH,127.1,142.2,119.1,,121.2,100.9,117.1,6/1/2005
US-SdH,43.2,103.4,113.5,,69.9,91.4,84.3,7/1/2005
US-SdH,46.7,90.2,63.6,,43,55.5,52.2,8/1/2005
US-SdH,17.1,65.6,58,,59.3,37.6,55.1,9/1/2005
US-SdH,35.5,72.5,40.1,,35.2,48.5,39.8,5/1/2006
US-SdH,15.4,91.6,62.2,,28.2,80.5,55.6,6/1/2006
US-SdH,29.6,67.8,55.7,,59.1,57.2,59.9,7/1/2006
US-SdH,10.4,61.1,44.8,,33.6,48.5,47,8/1/2006
US-SdH,8.4,51.8,30,,20.9,25.4,21.2,9/1/2006
US-SdH,15.5,36.9,11.7,,11.1,14.8,13.3,10/1/2006
US-SdH,4.1,17.6,1,,7.7,4.2,4.3,11/1/2006
US-SdH,75.2,76.6,29.9,,20.3,67.9,62.4,4/1/2007
US-SdH,22.1,105.1,44.5,,22.8,56.5,50.2,5/1/2007
US-SdH,121.9,127.7,89.5,,100.9,89.4,105.9,6/1/2007
US-SdH,16.1,102.4,70.3,,27.1,71.8,57.5,7/1/2007
US-SdH,69.9,92.4,64.2,,90.4,67.7,73,8/1/2007
US-SdH,21.4,62.7,43.4,,36.6,29,32.6,9/1/2007
US-SdH,15.2,42.6,21.6,,38.1,19.9,23.7,10/1/2007
US-SdH,12.9,27.4,0.2,,16.6,16.5,18.4,3/1/2008
US-SdH,38.6,37.6,8.2,,37,38.6,37.9,4/1/2008
US-SdH,10.1,70.6,28.4,,37,55,40.2,5/1/2008
US-SdH,74.7,113.6,83,,90.4,65.2,78.3,6/1/2008
US-SdH,53.3,110.3,83.4,,88.8,84.1,91.7,7/1/2008
US-SdH,28.1,96.7,55.7,,36,40.7,40.1,8/1/2008
US-SdH,2.9,69.7,35.8,,29.4,24.6,23.2,9/1/2008
US-SdH,31.6,49.4,20.9,,28.7,11.7,28.5,10/1/2008
US-SdH,103.1,104,99.8,,146.7,87.3,98.6,8/1/2009
US-SdH,52.6,95.1,48.2,,63.8,38.1,50.7,9/1/2009
US-SRG,31.3,25.1,4.9,,15.4,8,17,6/1/2008
US-SRG,92.6,98.8,60.5,,64.2,76.5,78.5,9/1/2008
US-SRG,51.3,46.2,30.5,,30.8,25.8,33.3,10/1/2008
US-SRG,6.8,32.7,7.9,,1.3,2.1,4.5,11/1/2008
US-SRG,30.1,36.7,4.5,,8,6.8,12.4,2/1/2009
US-SRG,27,22.5,1.1,,4.8,2.1,7.6,3/1/2009
US-SRG,46.8,15.2,7.8,,16.2,7.5,11.7,4/1/2009
US-SRG,70.9,19.8,2.6,,22.8,4.4,12.4,5/1/2009
US-SRG,54.6,23.8,4.9,,19.5,9.5,14.4,6/1/2009
US-SRG,26,21.8,1.6,,5.4,0.1,7.2,10/1/2009
US-SRG,22.6,19.6,3.3,,9.1,0.1,10.9,11/1/2009
US-SRG,61.8,41.5,6.7,,18.6,20.3,21.8,3/1/2010
US-SRG,33.1,25.1,3,,9.9,1.5,14.5,6/1/2010
US-SRG,60.3,50.5,35.2,,34.8,30.4,37.7,10/1/2010
US-SRG,5.5,18.5,14.6,,5.6,2.6,7.1,11/1/2010
US-SRG,11.8,20.6,7.2,,2.3,2.2,8.8,12/1/2010
US-SRG,9,16.1,6.3,,0.9,2.5,7,1/1/2011
US-SRG,13.5,14.6,0.5,,0.6,0.5,3.8,2/1/2011
US-SRG,43.3,16.1,1.4,,4.6,4.7,6.7,3/1/2011
US-SRG,29.3,15.9,1.8,,9,0.6,11.3,4/1/2011
US-SRG,42.4,19.5,2.2,,4.4,0.2,6.6,5/1/2011
US-SRG,43.7,17.9,1.4,,6,0.4,6.4,6/1/2011
US-SRG,19.8,39.3,13,,4.6,4.3,10.4,10/1/2011
US-SRG,2.7,32.7,13.8,,1,1.9,4.8,11/1/2011
US-SRG,15.3,25.4,4.9,,1.7,1.5,5.9,1/1/2012
US-SRG,28.4,27.3,0.5,,3.5,13.4,14.6,4/1/2012
US-SRG,8.6,26.3,0.7,,0.7,3.1,3.3,5/1/2012
US-SRG,19.9,52.5,26,,11.4,5.8,15.8,10/1/2012
US-SRG,22.5,26.1,14.1,,8.6,7.1,15.7,4/1/2013
US-SRG,72,75.3,31.1,,45.2,42.3,53.2,9/1/2013
US-SRG,30.8,38.4,15,,16.7,2.2,20.6,10/1/2013
US-SRG,5.9,17.3,6.6,,1.2,1.2,6.4,1/1/2014
US-SRG,5.6,18.9,0.8,,0.8,1.7,2.2,2/1/2014
US-SRG,68,45.6,28.6,,37.2,40,37.9,4/1/2014
US-SRG,26.9,26.4,10.2,,7.5,3.4,14.9,5/1/2014
US-SRG,31.2,26.5,10.7,,19.9,14.1,20.5,6/1/2014
US-SRG,11.7,58.6,36.7,,56.1,60.4,53,8/1/2014
US-SRG,54.9,65.2,38.2,,45,44.3,45.6,9/1/2014
US-SRG,65.7,65.8,34.6,,39.5,30.5,47.2,10/1/2014
US-SRG,20.1,43,13.7,,10.5,3.3,11.9,11/1/2014
US-SRG,13.1,26.9,2.1,,4.4,4.4,6,2/1/2015
US-SRG,44.9,37.3,15,,15.4,22.7,27.1,3/1/2015
US-SRG,118.1,88.4,60,,89.5,70.1,85.2,9/1/2015
US-SRG,84.3,76.2,42.7,,54.3,39.8,59.4,10/1/2015
US-SRG,5.4,13,10.6,,4.8,2.7,7.3,12/1/2015
US-SRG,9.8,20.8,6,,7.4,2.3,6.4,1/1/2016
US-SRG,16.5,16.1,11.9,,10.7,4.9,12,2/1/2016
US-SRG,71.8,36.7,21.9,,28.4,23,27.5,3/1/2016
US-SRG,84,48.9,34,,38.9,41.2,40.7,4/1/2016
US-SRG,84.8,43,26.6,,45.9,45.8,40.3,5/1/2016
US-SRG,60.6,37.3,39.4,,44.5,55.8,47.5,6/1/2016
US-SRG,87.7,71.9,43.1,,55.9,36.3,59,10/1/2016
US-SRG,18.3,36.4,22.9,,12.4,14.3,17,11/1/2016
US-SRG,16.8,23.4,16.3,,17.1,9.3,18.4,12/1/2016
US-SRG,31.5,22.9,5.9,,9.8,6.5,11.3,2/1/2017
US-SRG,53.8,20.7,15.6,,20.4,17.5,18.5,3/1/2017
US-SRG,60.8,81.7,55.8,,75.4,49.1,64.6,8/1/2017
US-SRG,48.9,63.6,28.1,,28.9,20.3,31.5,9/1/2017
US-SRG,8.7,41.8,9.2,,5.6,1.1,6.2,10/1/2017
US-SRG,9.2,25.7,11.4,,2.5,5.4,7.1,11/1/2017
US-SRG,2,16.4,8.1,,7.1,2.1,7.2,12/1/2017
US-SRG,0.7,11.6,4.8,,3.3,3.7,3.1,1/1/2018
US-SRG,8.8,12.5,2.4,,4.7,6.2,6.9,2/1/2018
US-SRG,44.8,26.9,3.2,,23,13.5,22.3,3/1/2018
US-SRG,16.8,33.5,16.2,,14.2,26.9,18.5,4/1/2018
US-SRG,24.6,31.8,18.7,,10.9,25.5,22.3,5/1/2018
US-SRG,39.9,46.9,24.5,,47.3,39.3,39.6,6/1/2018
US-SRG,108.7,79,73.3,,60,77.1,72.4,9/1/2018
US-SRG,26.3,41.5,27.8,,21.3,25.9,25.3,11/1/2018
US-SRG,18.3,48.7,17.3,,22.3,18,19,12/1/2018
US-SRG,12.2,30.9,11,,11.3,21.4,14,1/1/2019
US-SRG,81.5,47.9,41.6,,41.8,64.5,48.9,4/1/2019
US-SRG,83.5,73.7,45.1,,59.3,69.1,66.1,5/1/2019
US-SRG,61.4,40.7,45.2,,41.3,63.3,47.1,6/1/2019
US-SRG,46.4,65,45.9,,45.1,56.9,48.6,10/1/2019
US-SRG,31.9,52.3,12.9,,18.9,33.5,29.9,2/1/2020
US-SRG,109.1,48.6,31.6,,55.4,65.1,50.2,4/1/2020
US-SRG,111.7,60.3,48.7,,69.1,75.1,63.3,5/1/2020
US-Var,13.3,36,4.7,,8.5,10.9,9.4,11/1/2003
US-Var,10.8,20.6,5.6,,20.9,4.7,12.5,12/1/2003
US-Var,19.1,34.7,6.9,,11.5,10,11.8,1/1/2004
US-Var,22.2,49.6,15.5,,19.9,16.9,18.6,2/1/2004
US-Var,54.9,92.1,62.7,,84.3,59.3,65.3,3/1/2004
